,slide_number_in_experiment,verb,contentNr,content,speakerGender,fact,fact_type,utterance,question,subjectGender,speakerName,subjectName,trigger_class,response,rt,participant
21,23,prove,8,X happened,F,Emily never has any money,factL,Did Brian prove that X happened?,8,M,Elizabeth,Benjamin,C,0.88,1896,20
22,24,control,control4,X happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Elizabeth,NA,control,0.16,2048,20
23,25,control,control2,X happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Jennifer,NA,control,0.81,1672,20
24,26,establish,20,X happened,F,Charley lives in Korea,factL,Did Anna establish that X happened?,20,F,Karen,Julie,NonProj,0.17,8047,20
25,27,think,18,X happened,F,Julian is German,factL,Does Kathleen think that X happened?,18,F,Jennifer,Anna,NonProj,0.86,2113,20
0,2,demonstrate,20,X happened,M,Charley lives in Mexico,factH,Did Anna demonstrate that X happened?,20,F,Mark,Ruth,C,0.23,16055,21
1,3,annoyed,19,X happened,F,Jon lives 10 miles away from work,factL,Is Ruth annoyed that X happened?,19,F,Karen,Nicole,NonProj,0.96,10421,21
2,4,hear,11,X happened,F,Danny is a diabetic,factL,Did Amanda hear that X happened?,11,F,Sandra,Stephanie,C,0.88,4003,21
3,5,control,control3,X happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Michelle,NA,control,0.92,6515,21
4,6,acknowledge,18,X happened,M,Julian is Cuban,factH,Did Kathleen acknowledge that X happened?,18,F,Kenneth,Brenda,C,0.86,2621,21
5,7,know,1,X happened,M,Mary is taking a prenatal yoga class,factH,Does Patrick know that X happened?,1,M,William,Jacob,NonProj,0.37,5080,21
6,8,confirm,2,X happened,F,Josie doesn't have a passport,factL,Did Scott confirm that X happened?,2,M,Lisa,Ronald,C,0.24,7298,21
7,9,be_right_that,7,X happened,F,Isabella is a vegetarian,factL,Is Kevin right that X happened?,7,M,Elizabeth,Alexander,C,0.13,5204,21
8,10,see,13,X happened,F,Jackson is obese,factL,Did Laura see that X happened?,13,F,Michelle,Shirley,NonProj,0.38,5763,21
9,11,control,control6,X happened,M,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Robert,NA,control,0.85,4542,21
10,12,control,control4,X happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Sandra,NA,control,0.84,2765,21
11,13,establish,5,X happened,F,Sophia is a hipster,factH,Did Ben establish that X happened?,5,M,Dorothy,Jeffrey,NonProj,0.13,8395,21
12,14,confess,4,X happened,F,Olivia works the third shift,factH,Did Jerry confess that X happened?,4,M,Ashley,Nicholas,C,0.11,3156,21
13,15,suggest,14,X happened,F,Jayden's car is in the shop,factH,Did Stephanie suggest that X happened?,14,F,Nancy,Heather,C,0.14,5811,21
14,16,think,12,X happened,M,Frank has always wanted a pet,factH,Does Melissa think that X happened?,12,F,Thomas,Catherine,NonProj,0.08,2199,21
15,17,discover,6,X happened,M,Mia is a nun,factL,Did Ray discover that X happened?,6,M,James,Scott,NonProj,0.25,6206,21
16,18,control,control2,X happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Karen,NA,control,0.88,4195,21
17,19,inform_Sam,17,X happened,F,Owen lives in Chicago,factH,Did Cynthia inform Sam that X happened?,17,F,Betty,Amy,C,0.85,3200,21
18,20,admit,3,X happened,F,Emma is in first grade,factL,Did Justin admit that X happened?,3,M,Susan,Ryan,C,0.29,7083,21
19,21,control,control5,X happened,M,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Christopher,NA,control,0.81,5063,21
20,22,prove,10,X happened,M,Zoe is 5 years old,factL,Did Tim prove that X happened?,10,M,Christopher,Benjamin,C,0.22,2668,21
21,23,say,8,X happened,F,Emily has been saving for a year,factH,Did Brian say that X happened?,8,M,Jessica,Eric,C,0.17,3747,21
22,24,reveal,9,X happened,F,Grace hates her sister,factL,Did Andrew reveal that X happened?,9,M,Linda,Patrick,NonProj,0.28,5292,21
23,25,control,control1,X happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Elizabeth,NA,control,0.88,4020,21
24,26,pretend,16,X happened,M,Josh is a 75-year old man,factL,Did Sharon pretend that X happened?,16,F,Robert,Cynthia,NonProj,0.13,5587,21
25,27,announce,15,X happened,F,Tony really likes to party with his friends,factH,Did Rebecca announce that X happened?,15,F,Kimberly,Virginia,C,0.3,6632,21
0,2,establish,2,X happened,M,Josie loves France,factH,Did Scott establish that X happened?,2,M,Richard,Timothy,NonProj,0.79,59793,22
1,3,control,control4,X happened,M,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,David,NA,control,0.74,48222,22
2,4,inform_Sam,6,X happened,F,Mia is a college student,factH,Did Ray inform Sam that X happened?,6,M,Betty,Eric,C,0.71,6768,22
3,5,reveal,1,X happened,F,Mary is taking a prenatal yoga class,factH,Did Patrick reveal that X happened?,1,M,Donna,Gary,NonProj,0.67,29321,22
4,6,control,control6,X happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Dorothy,NA,control,0.46,27605,22
5,7,confess,19,X happened,F,Jon lives 2 blocks away from work,factH,Did Ruth confess that X happened?,19,F,Margaret,Anna,C,0.55,12896,22
6,8,hear,17,X happened,F,Owen lives in New Orleans,factL,Did Cynthia hear that X happened?,17,F,Carol,Heather,C,0.66,201553,22
7,9,confirm,8,X happened,M,Emily has been saving for a year,factH,Did Brian confirm that X happened?,8,M,Kenneth,Edward,C,0.6,2871,22
8,10,prove,11,X happened,M,Danny loves cake,factH,Did Amanda prove that X happened?,11,F,Mark,Catherine,C,0.71,2720,22
9,11,suggest,15,X happened,F,Tony really likes to party with his friends,factH,Did Rebecca suggest that X happened?,15,F,Sandra,Rebecca,C,0.25,1834,22
10,12,acknowledge,18,X happened,F,Julian is German,factL,Did Kathleen acknowledge that X happened?,18,F,Jennifer,Sharon,C,0.58,1646,22
11,13,admit,9,X happened,M,Grace loves her sister,factH,Did Andrew admit that X happened?,9,M,George,Jeffrey,C,0.49,2750,22
12,14,demonstrate,14,X happened,F,Jayden's car is in the shop,factH,Did Stephanie demonstrate that X happened?,14,F,Jessica,Diane,C,0.65,2352,22
13,15,announce,20,X happened,F,Charley lives in Korea,factL,Did Anna announce that X happened?,20,F,Karen,Julie,C,0.36,3576,22
14,16,be_right_that,3,X happened,M,Emma is in first grade,factL,Is Justin right that X happened?,3,M,William,Brian,C,0.62,2296,22
15,17,think,12,X happened,M,Frank is allergic to cats,factL,Does Melissa think that X happened?,12,F,Thomas,Brenda,NonProj,0.34,2138,22
16,18,control,control5,X happened,M,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Paul,NA,control,0.63,2173,22
17,19,say,4,X happened,M,Olivia has two small children,factL,Did Jerry say that X happened?,4,M,David,Gregory,C,0.34,2577,22
18,20,control,control2,X happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Susan,NA,control,0.65,2231,22
19,21,annoyed,5,X happened,F,Sophia is a hipster,factH,Is Ben annoyed that X happened?,5,M,Linda,Nicholas,NonProj,0.35,2232,22
20,22,discover,13,X happened,M,Jackson is obese,factL,Did Laura discover that X happened?,13,F,Paul,Angela,NonProj,0.75,2103,22
21,23,pretend,16,X happened,F,Josh is a 75-year old man,factL,Did Sharon pretend that X happened?,16,F,Dorothy,Carolyn,NonProj,0.35,1440,22
22,24,know,10,X happened,F,Zoe is 5 years old,factL,Does Tim know that X happened?,10,M,Susan,Ronald,NonProj,0.65,1303,22
23,25,control,control3,X happened,M,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,William,NA,control,0.69,1298,22
24,26,see,7,X happened,F,Isabella is a vegetarian,factL,Did Kevin see that X happened?,7,M,Helen,Patrick,NonProj,0.38,1278,22
25,27,control,control1,X happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Helen,NA,control,0.63,1184,22
0,2,control,control5,X happened,M,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,William,NA,control,0.74,9510,23
1,3,establish,4,X happened,F,Olivia has two small children,factL,Did Jerry establish that X happened?,4,M,Elizabeth,Justin,NonProj,0.21,1951,23
2,4,control,control2,X happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Karen,NA,control,0.72,4031,23
3,5,acknowledge,7,X happened,F,Isabella is from Argentina,factH,Did Kevin acknowledge that X happened?,7,M,Jennifer,Raymond,C,0.83,55107,23
4,6,reveal,13,X happened,F,Jackson is obese,factL,Did Laura reveal that X happened?,13,F,Dorothy,Cynthia,NonProj,0.22,2471,23
5,7,control,control4,X happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Lisa,NA,control,0.75,2584,23
6,8,control,control6,X happened,M,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,George,NA,control,0.29,2025,23
7,9,confirm,9,X happened,M,Grace hates her sister,factL,Did Andrew confirm that X happened?,9,M,William,Jerry,C,0.79,2041,23
8,10,hear,1,X happened,F,Mary is taking a prenatal yoga class,factH,Did Patrick hear that X happened?,1,M,Linda,Gregory,C,0.71,11240,23
9,11,control,control3,X happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Sarah,NA,control,0.22,1871,23
10,12,pretend,17,X happened,M,Owen lives in Chicago,factH,Did Cynthia pretend that X happened?,17,F,James,Christina,NonProj,0.91,2600,23
11,13,see,11,X happened,F,Danny loves cake,factH,Did Amanda see that X happened?,11,F,Helen,Ruth,NonProj,0.31,2896,23
12,14,control,control1,X happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Michelle,NA,control,0.84,2248,23
13,15,say,14,X happened,F,Jayden's car is in the shop,factH,Did Stephanie say that X happened?,14,F,Sandra,Diane,C,0.27,2528,23
14,16,discover,18,X happened,M,Julian is Cuban,factH,Did Kathleen discover that X happened?,18,F,Kenneth,Stephanie,NonProj,0.78,1711,23
15,17,admit,12,X happened,M,Frank is allergic to cats,factL,Did Melissa admit that X happened?,12,F,Mark,Carolyn,C,0.9,6240,23
16,18,suggest,16,X happened,F,Josh is a 75-year old man,factL,Did Sharon suggest that X happened?,16,F,Karen,Virginia,C,0.21,1816,23
17,19,confess,8,X happened,F,Emily never has any money,factL,Did Brian confess that X happened?,8,M,Michelle,Nicholas,C,0.82,2071,23
18,20,inform_Sam,2,X happened,F,Josie doesn't have a passport,factL,Did Scott inform Sam that X happened?,2,M,Jessica,Timothy,C,0.31,2143,23
19,21,announce,19,X happened,F,Jon lives 10 miles away from work,factL,Did Ruth announce that X happened?,19,F,Lisa,Catherine,C,0.8,1671,23
20,22,prove,15,X happened,M,Tony really likes to party with his friends,factH,Did Rebecca prove that X happened?,15,F,Thomas,Joyce,C,0.28,2056,23
21,23,be_right_that,20,X happened,M,Charley lives in Mexico,factH,Is Anna right that X happened?,20,F,Richard,Amanda,C,0.81,3640,23
22,24,demonstrate,10,X happened,M,Zoe is a math major,factH,Did Tim demonstrate that X happened?,10,M,Robert,Brian,C,0.29,1608,23
23,25,know,5,X happened,M,Sophia is a high end fashion model,factL,Does Ben know that X happened?,5,M,George,Scott,NonProj,0.85,1504,23
24,26,annoyed,3,X happened,F,Emma is in first grade,factL,Is Justin annoyed that X happened?,3,M,Sarah,Brandon,NonProj,0.36,2176,23
25,27,think,6,X happened,F,Mia is a college student,factH,Does Ray think that X happened?,6,M,Donna,Jeffrey,NonProj,0.79,1487,23
0,2,discover,14,X happened,M,Jayden's car is in the shop,factH,Did Stephanie discover that X happened?,14,F,Kenneth,Shirley,NonProj,0.86,2485,24
1,3,control,control4,X happened,M,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,David,NA,control,0.72,1304,24
2,4,say,19,X happened,F,Jon lives 10 miles away from work,factL,Did Ruth say that X happened?,19,F,Sarah,Stephanie,C,0.29,2096,24
3,5,reveal,3,X happened,M,Emma is in law school,factH,Did Justin reveal that X happened?,3,M,Mark,Ryan,NonProj,0.81,1500,24
4,6,demonstrate,15,X happened,F,Tony has been sober for 20 years,factL,Did Rebecca demonstrate that X happened?,15,F,Nancy,Virginia,C,0.54,1284,24
5,7,know,12,X happened,F,Frank is allergic to cats,factL,Does Melissa know that X happened?,12,F,Helen,Rebecca,NonProj,0.7,1345,24
6,8,confess,18,X happened,M,Julian is Cuban,factH,Did Kathleen confess that X happened?,18,F,Steven,Heather,C,0.18,1296,24
7,9,inform_Sam,2,X happened,F,Josie loves France,factH,Did Scott inform Sam that X happened?,2,M,Lisa,Timothy,C,0.77,1294,24
8,10,control,control2,X happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Karen,NA,control,0.85,2552,24
9,11,control,control5,X happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Helen,NA,control,0.11,1872,24
10,12,suggest,6,X happened,M,Mia is a college student,factH,Did Ray suggest that X happened?,6,M,William,Gregory,C,0.76,2863,24
11,13,control,control6,X happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Linda,NA,control,0.59,2008,24
12,14,acknowledge,8,X happened,M,Emily has been saving for a year,factH,Did Brian acknowledge that X happened?,8,M,Matthew,Nicholas,C,0.86,1656,24
13,15,think,10,X happened,F,Zoe is a math major,factH,Does Tim think that X happened?,10,M,Carol,Scott,NonProj,0.43,1746,24
14,16,pretend,20,X happened,F,Charley lives in Mexico,factH,Did Anna pretend that X happened?,20,F,Margaret,Nicole,NonProj,0.69,1525,24
15,17,be_right_that,16,X happened,F,Josh is a 75-year old man,factL,Is Sharon right that X happened?,16,F,Jessica,Amanda,C,0.9,1976,24
16,18,control,control1,X happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Susan,NA,control,0.12,1712,24
17,19,prove,17,X happened,M,Owen lives in Chicago,factH,Did Cynthia prove that X happened?,17,F,Paul,Diane,C,0.69,1600,24
18,20,announce,9,X happened,M,Grace hates her sister,factL,Did Andrew announce that X happened?,9,M,David,Brandon,C,0.33,1279,24
19,21,annoyed,7,X happened,M,Isabella is from Argentina,factH,Is Kevin annoyed that X happened?,7,M,James,Jerry,NonProj,0.73,1408,24
20,22,control,control3,X happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Jessica,NA,control,0.43,2008,24
21,23,establish,11,X happened,F,Danny is a diabetic,factL,Did Amanda establish that X happened?,11,F,Karen,Julie,NonProj,0.85,1504,24
22,24,confirm,4,X happened,F,Olivia has two small children,factL,Did Jerry confirm that X happened?,4,M,Kimberly,Alexander,C,0.34,1351,24
23,25,admit,13,X happened,F,Jackson is obese,factL,Did Laura admit that X happened?,13,F,Susan,Sharon,C,0.74,1352,24
24,26,hear,5,X happened,F,Sophia is a high end fashion model,factL,Did Ben hear that X happened?,5,M,Linda,Larry,C,0.92,2280,24
25,27,see,1,X happened,F,Mary is a middle school student,factL,Did Patrick see that X happened?,1,M,Ashley,Benjamin,NonProj,0.81,1844,24
0,2,admit,13,X happened,F,Jackson is training for a marathon,factH,Did Laura admit that X happened?,13,F,Elizabeth,Christina,C,0.79,2483,25
1,3,control,control1,X happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Donna,NA,control,0.5,1798,25
2,4,reveal,7,X happened,F,Isabella is a vegetarian,factL,Did Kevin reveal that X happened?,7,M,Michelle,Jacob,NonProj,0.82,1551,25
3,5,confirm,18,X happened,F,Julian is German,factL,Did Kathleen confirm that X happened?,18,F,Carol,Virginia,C,0.63,1376,25
4,6,say,4,X happened,F,Olivia works the third shift,factH,Did Jerry say that X happened?,4,M,Karen,Nicholas,C,0.75,2100,25
5,7,hear,1,X happened,F,Mary is a middle school student,factL,Did Patrick hear that X happened?,1,M,Jennifer,Jerry,C,0.8,1740,25
6,8,demonstrate,19,X happened,F,Jon lives 2 blocks away from work,factH,Did Ruth demonstrate that X happened?,19,F,Jessica,Cynthia,C,0.54,1744,25
7,9,see,16,X happened,M,Josh is a 5-year old boy,factH,Did Sharon see that X happened?,16,F,George,Angela,NonProj,0.8,1299,25
8,10,pretend,3,X happened,M,Emma is in law school,factH,Did Justin pretend that X happened?,3,M,James,Gary,NonProj,0.48,1605,25
9,11,control,control5,X happened,M,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Matthew,NA,control,0.81,1911,25
10,12,think,6,X happened,M,Mia is a nun,factL,Does Ray think that X happened?,6,M,Richard,Edward,NonProj,0.76,1659,25
11,13,be_right_that,10,X happened,F,Zoe is 5 years old,factL,Is Tim right that X happened?,10,M,Susan,Andrew,C,0.68,1607,25
