,slide_number_in_experiment,verb,contentNr,content,speakerGender,fact,fact_type,utterance,question,subjectGender,speakerName,subjectName,trigger_class,response,rt,participant
5,7,pretend,14,that thing happened,M,Jayden's car is in the shop,factH,Did Stephanie pretend that a particular thing happened?,14,F,Christopher,Rebecca,NonProj,0.17,4893,32
6,8,control,control3,that thing happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that a particular thing happened?",control3,NA,Susan,NA,control,0.21,6221,32
7,9,inform_Sam,2,that thing happened,M,Josie doesn't have a passport,factL,Did Scott inform Sam that a particular thing happened?,2,M,George,Timothy,C,0.28,2068,32
8,10,confirm,11,that thing happened,M,Danny is a diabetic,factL,Did Amanda confirm that a particular thing happened?,11,F,William,Shirley,C,0.14,1838,32
9,11,say,16,that thing happened,M,Josh is a 5-year old boy,factH,Did Sharon say that a particular thing happened?,16,F,Paul,Ruth,C,0.16,6574,32
10,12,know,9,that thing happened,F,Grace hates her sister,factL,Does Andrew know that a particular thing happened?,9,M,Kimberly,Jacob,NonProj,0.17,3446,32
11,13,acknowledge,3,that thing happened,F,Emma is in first grade,factL,Did Justin acknowledge that a particular thing happened?,3,M,Jessica,Ronald,C,0.16,8015,32
12,14,prove,18,that thing happened,F,Julian is Cuban,factH,Did Kathleen prove that a particular thing happened?,18,F,Dorothy,Rachel,C,0.3,4396,32
13,15,establish,19,that thing happened,M,Jon lives 10 miles away from work,factL,Did Ruth establish that a particular thing happened?,19,F,Thomas,Diane,NonProj,0.24,4521,32
14,16,see,10,that thing happened,F,Zoe is 5 years old,factL,Did Tim see that a particular thing happened?,10,M,Susan,Edward,NonProj,0.14,1402,32
15,17,control,control1,that thing happened,M,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though a particular thing happened last night?",control1,NA,Thomas,NA,control,0.29,2510,32
16,18,think,6,that thing happened,F,Mia is a college student,factH,Does Ray think that a particular thing happened?,6,M,Sarah,Andrew,NonProj,0.2,2156,32
17,19,be_right_that,1,that thing happened,M,Mary is a middle school student,factL,Is Patrick right that a particular thing happened?,1,M,Robert,Gary,C,0.24,1571,32
18,20,annoyed,15,that thing happened,M,Tony has been sober for 20 years,factL,Is Rebecca annoyed that a particular thing happened?,15,F,David,Heather,NonProj,0.18,6451,32
19,21,control,control4,that thing happened,M,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that a particular thing happened?",control4,NA,David,NA,control,0.3,1757,32
20,22,announce,12,that thing happened,M,Frank is allergic to cats,factL,Did Melissa announce that a particular thing happened?,12,F,James,Laura,C,0.15,2075,32
21,23,control,control2,that thing happened,M,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after a particular thing happened?,control2,NA,Robert,NA,control,0.1,2595,32
22,24,demonstrate,4,that thing happened,M,Olivia works the third shift,factH,Did Jerry demonstrate that a particular thing happened?,4,M,Steven,Gregory,C,0.1,1982,32
23,25,discover,13,that thing happened,F,Jackson is training for a marathon,factH,Did Laura discover that a particular thing happened?,13,F,Margaret,Julie,NonProj,0.16,1845,32
24,26,confess,5,that thing happened,F,Sophia is a high end fashion model,factL,Did Ben confess that a particular thing happened?,5,M,Carol,Alexander,C,0.19,2846,32
25,27,reveal,7,that thing happened,F,Isabella is from Argentina,factH,Did Kevin reveal that a particular thing happened?,7,M,Michelle,Kevin,NonProj,0.21,2381,32
0,2,think,4,that thing happened,M,Olivia works the third shift,factH,Does Jerry think that a particular thing happened?,4,M,Paul,Kevin,NonProj,0.07,10119,33
1,3,admit,2,that thing happened,F,Josie doesn't have a passport,factL,Did Scott admit that a particular thing happened?,2,M,Susan,Gregory,C,0.58,5250,33
2,4,confess,17,that thing happened,M,Owen lives in New Orleans,factL,Did Cynthia confess that a particular thing happened?,17,F,David,Diane,C,0.6,3045,33
3,5,confirm,11,that thing happened,F,Danny is a diabetic,factL,Did Amanda confirm that a particular thing happened?,11,F,Lisa,Kathleen,C,0.78,2225,33
4,6,be_right_that,1,that thing happened,F,Mary is taking a prenatal yoga class,factH,Is Patrick right that a particular thing happened?,1,M,Betty,Brandon,C,0.4,5022,33
5,7,control,control1,that thing happened,M,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though a particular thing happened last night?",control1,NA,Christopher,NA,control,0.93,6513,33
6,8,announce,5,that thing happened,F,Sophia is a hipster,factH,Did Ben announce that a particular thing happened?,5,M,Karen,Ronald,C,0.38,3165,33
7,9,prove,13,that thing happened,M,Jackson is training for a marathon,factH,Did Laura prove that a particular thing happened?,13,F,Robert,Carolyn,C,0.65,14263,33
8,10,pretend,9,that thing happened,F,Grace hates her sister,factL,Did Andrew pretend that a particular thing happened?,9,M,Nancy,Jeffrey,NonProj,0.09,3305,33
9,11,control,control6,that thing happened,M,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that a particular thing happened?",control6,NA,David,NA,control,0.95,13073,33
10,12,control,control2,that thing happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after a particular thing happened?,control2,NA,Lisa,NA,control,0.91,3067,33
11,13,discover,20,that thing happened,F,Charley lives in Mexico,factH,Did Anna discover that a particular thing happened?,20,F,Michelle,Julie,NonProj,0.52,3842,33
12,14,reveal,16,that thing happened,F,Josh is a 75-year old man,factL,Did Sharon reveal that a particular thing happened?,16,F,Helen,Angela,NonProj,0.75,2458,33
13,15,acknowledge,12,that thing happened,F,Frank is allergic to cats,factL,Did Melissa acknowledge that a particular thing happened?,12,F,Jessica,Melissa,C,0.87,3338,33
14,16,see,14,that thing happened,F,Jayden's car is in the shop,factH,Did Stephanie see that a particular thing happened?,14,F,Sandra,Sharon,NonProj,0.7,3552,33
15,17,hear,10,that thing happened,M,Zoe is a math major,factH,Did Tim hear that a particular thing happened?,10,M,James,Tyler,C,0.63,3867,33
16,18,establish,3,that thing happened,F,Emma is in law school,factH,Did Justin establish that a particular thing happened?,3,M,Jennifer,Nicholas,NonProj,0.48,2078,33
17,19,control,control4,that thing happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that a particular thing happened?",control4,NA,Jessica,NA,control,0.91,3602,33
18,20,demonstrate,18,that thing happened,M,Julian is German,factL,Did Kathleen demonstrate that a particular thing happened?,18,F,Christopher,Catherine,C,0.24,179038,33
19,21,annoyed,8,that thing happened,F,Emily has been saving for a year,factH,Is Brian annoyed that a particular thing happened?,8,M,Donna,Brian,NonProj,0.79,1945,33
20,22,control,control3,that thing happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that a particular thing happened?",control3,NA,Nancy,NA,control,0.94,3327,33
21,23,know,19,that thing happened,F,Jon lives 10 miles away from work,factL,Does Ruth know that a particular thing happened?,19,F,Elizabeth,Virginia,NonProj,0.75,2403,33
22,24,control,control5,that thing happened,M,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that a particular thing happened?",control5,NA,Kenneth,NA,control,0.95,2132,33
23,25,say,6,that thing happened,F,Mia is a nun,factL,Did Ray say that a particular thing happened?,6,M,Ashley,Justin,C,0.33,2364,33
24,26,suggest,15,that thing happened,M,Tony has been sober for 20 years,factL,Did Rebecca suggest that a particular thing happened?,15,F,Kenneth,Rachel,C,0.19,3028,33
25,27,inform_Sam,7,that thing happened,M,Isabella is from Argentina,factH,Did Kevin inform Sam that a particular thing happened?,7,M,George,Alexander,C,0.82,1902,33
0,2,control,control6,that thing happened,M,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that a particular thing happened?",control6,NA,Richard,NA,control,0.02,11501,34
1,3,demonstrate,1,that thing happened,F,Mary is a middle school student,factL,Did Patrick demonstrate that a particular thing happened?,1,M,Sarah,Andrew,C,0.89,11249,34
2,4,control,control4,that thing happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that a particular thing happened?",control4,NA,Linda,NA,control,0.99,6955,34
3,5,be_right_that,4,that thing happened,F,Olivia works the third shift,factH,Is Jerry right that a particular thing happened?,4,M,Sandra,Jacob,C,0.02,5237,34
4,6,announce,2,that thing happened,M,Josie doesn't have a passport,factL,Did Scott announce that a particular thing happened?,2,M,Christopher,Scott,C,0.64,10806,34
5,7,reveal,7,that thing happened,F,Isabella is from Argentina,factH,Did Kevin reveal that a particular thing happened?,7,M,Dorothy,Patrick,NonProj,0.94,6660,34
6,8,acknowledge,10,that thing happened,F,Zoe is 5 years old,factL,Did Tim acknowledge that a particular thing happened?,10,M,Jennifer,Brian,C,0.85,7197,34
7,9,annoyed,11,that thing happened,F,Danny loves cake,factH,Is Amanda annoyed that a particular thing happened?,11,F,Jessica,Amy,NonProj,0.98,3626,34
8,10,inform_Sam,19,that thing happened,M,Jon lives 2 blocks away from work,factH,Did Ruth inform Sam that a particular thing happened?,19,F,Robert,Christina,C,0.96,6232,34
9,11,discover,14,that thing happened,F,Jayden doesn't have a driver's license,factL,Did Stephanie discover that a particular thing happened?,14,F,Linda,Janet,NonProj,1.0,10033,34
10,12,suggest,16,that thing happened,M,Josh is a 75-year old man,factL,Did Sharon suggest that a particular thing happened?,16,F,Kenneth,Shirley,C,0.42,9760,34
11,13,confirm,15,that thing happened,F,Tony has been sober for 20 years,factL,Did Rebecca confirm that a particular thing happened?,15,F,Nancy,Anna,C,0.71,6239,34
12,14,control,control2,that thing happened,M,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after a particular thing happened?,control2,NA,James,NA,control,0.97,6378,34
13,15,see,18,that thing happened,M,Julian is German,factL,Did Kathleen see that a particular thing happened?,18,F,David,Julie,NonProj,0.96,5042,34
14,16,know,12,that thing happened,M,Frank is allergic to cats,factL,Does Melissa know that a particular thing happened?,12,F,James,Nicole,NonProj,0.99,3881,34
15,17,say,6,that thing happened,F,Mia is a college student,factH,Did Ray say that a particular thing happened?,6,M,Betty,Benjamin,C,0.49,11429,34
16,18,pretend,3,that thing happened,F,Emma is in first grade,factL,Did Justin pretend that a particular thing happened?,3,M,Elizabeth,Justin,NonProj,0.06,8378,34
17,19,confess,13,that thing happened,M,Jackson is training for a marathon,factH,Did Laura confess that a particular thing happened?,13,F,William,Carolyn,C,0.93,3973,34
18,20,prove,17,that thing happened,F,Owen lives in Chicago,factH,Did Cynthia prove that a particular thing happened?,17,F,Susan,Rachel,C,0.25,4692,34
19,21,think,20,that thing happened,M,Charley lives in Mexico,factH,Does Anna think that a particular thing happened?,20,F,Mark,Stephanie,NonProj,0.15,8597,34
20,22,establish,8,that thing happened,M,Emily never has any money,factL,Did Brian establish that a particular thing happened?,8,M,Richard,Kevin,NonProj,0.39,5524,34
21,23,control,control1,that thing happened,M,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though a particular thing happened last night?",control1,NA,Christopher,NA,control,0.99,13644,34
22,24,admit,5,that thing happened,M,Sophia is a hipster,factH,Did Ben admit that a particular thing happened?,5,M,Paul,Nicholas,C,0.95,5988,34
23,25,hear,9,that thing happened,F,Grace loves her sister,factH,Did Andrew hear that a particular thing happened?,9,M,Margaret,Timothy,C,0.99,5196,34
24,26,control,control5,that thing happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that a particular thing happened?",control5,NA,Elizabeth,NA,control,0.99,5320,34
25,27,control,control3,that thing happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that a particular thing happened?",control3,NA,Jennifer,NA,control,1.0,8185,34
0,2,prove,11,that thing happened,F,Danny loves cake,factH,Did Amanda prove that a particular thing happened?,11,F,Ashley,Amanda,C,0.62,113352,35
1,3,reveal,8,that thing happened,F,Emily has been saving for a year,factH,Did Brian reveal that a particular thing happened?,8,M,Jessica,Kevin,NonProj,0.1,1085291,35
2,4,pretend,3,that thing happened,M,Emma is in law school,factH,Did Justin pretend that a particular thing happened?,3,M,Matthew,Benjamin,NonProj,0.08,6657,35
3,5,think,12,that thing happened,F,Frank has always wanted a pet,factH,Does Melissa think that a particular thing happened?,12,F,Karen,Sharon,NonProj,0.06,4837,35
4,6,establish,1,that thing happened,M,Mary is taking a prenatal yoga class,factH,Did Patrick establish that a particular thing happened?,1,M,Richard,Alexander,NonProj,0.06,4253,35
5,7,control,control5,that thing happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that a particular thing happened?",control5,NA,Sarah,NA,control,0.81,8493,35
6,8,say,10,that thing happened,F,Zoe is a math major,factH,Did Tim say that a particular thing happened?,10,M,Susan,Gregory,C,0.07,3432,35
7,9,control,control3,that thing happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that a particular thing happened?",control3,NA,Carol,NA,control,0.88,3104,35
8,10,see,18,that thing happened,F,Julian is German,factL,Did Kathleen see that a particular thing happened?,18,F,Margaret,Christina,NonProj,0.72,3510,35
9,11,control,control2,that thing happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after a particular thing happened?,control2,NA,Jennifer,NA,control,0.93,2733,35
10,12,admit,20,that thing happened,F,Charley lives in Mexico,factH,Did Anna admit that a particular thing happened?,20,F,Dorothy,Janet,C,0.77,2474,35
11,13,inform_Sam,13,that thing happened,M,Jackson is training for a marathon,factH,Did Laura inform Sam that a particular thing happened?,13,F,James,Laura,C,0.81,2363,35
12,14,suggest,6,that thing happened,F,Mia is a nun,factL,Did Ray suggest that a particular thing happened?,6,M,Carol,Jacob,C,0.44,2421,35
13,15,annoyed,17,that thing happened,M,Owen lives in Chicago,factH,Is Cynthia annoyed that a particular thing happened?,17,F,Steven,Julie,NonProj,0.89,2800,35
14,16,be_right_that,14,that thing happened,M,Jayden doesn't have a driver's license,factL,Is Stephanie right that a particular thing happened?,14,F,Thomas,Angela,C,0.31,2216,35
